"_id",address,area,direction,price,region,rooms,title,traffic
5cd8fd4e66ce8e8c77f592e1,开发区-安盛-德泰时代广场,119,"朝南北
            ",8500,开发,3室2厅,德泰时代广场 精装修3室 配套齐全 位置好 近轻轨站,
5cd8fd4e66ce8e8c77f592e2,开发区-湾里-金湾新城,68,"朝南北
            ",750,开发,2户合租,湾里东 2室1厅 1300元,
5cd8fd4e66ce8e8c77f592e3,开发区-万国-凯伦凯越,70,"朝南
            ",1700,开发,1室1厅,凯伦温泉旁1居室近体育公园视野好配置全实景拍摄拎包入住急租,
5cd8fd4e66ce8e8c77f592e4,开发区-安盛-新星里,40,"朝南
            ",1500,开发,1室1厅,"新星里6楼精装,拎包入住家电齐全",
5cd8fd4e66ce8e8c77f592e5,开发区-金石滩-金石明珠,1450,"朝南
            ",1450,开发,2室1厅,金石滩 金石明珠 家具家电齐全 拎包入住 1450元,
5cd8fd4e66ce8e8c77f592e6,开发区-滨海路-华润海中国三期,155,"朝南北
            ",4600,开发,3室2厅,华润海中国三期前排海景房装修杠杠的配置全拎包入住看房随时,
5cd8fd4e66ce8e8c77f592e7,开发区-倚山里-倚山里,90,"朝南北
            ",2000,开发,2室1厅,"倚山里交通便利,金马商圈,,拎包入住",
5cd8fd4e66ce8e8c77f592e8,开发区-万国-万国宫馆三期,55,"朝南
            ",1900,开发,1室1厅,万国宫馆三期精装一居室拎包入住配置齐全包物业取暖看房随时,
5cd8fd4e66ce8e8c77f592e9,开发区-安盛-安盛花园,41,"朝南
            ",1500,开发,1室1厅,安盛花园一室精装修 楼层好 采光足 家具家电齐全,
5cd8fd4e66ce8e8c77f592ea,开发区-金石滩-万达金石天成,58,"朝南
            ",1500,开发,1室1厅,万达金石天成 拎包入住 家电齐全 包物业取暖 1500/月,
5cd8fd4e66ce8e8c77f592eb,开发区-滨海路-华润海中国三期,100,"朝南北
            ",3000,开发,2室2厅,华润海中国三期精装二居室配置全包物业取暖拎包入住看房随时急租,
5cd8fd4e66ce8e8c77f592ec,开发区-金石滩-鲁能优山美地,110,"朝南北
            ",3800,开发,3室1厅,金石滩鲁能泰山七号 精装修 3800 包物业取暖,
5cd8fd4e66ce8e8c77f592ed,开发区-岗西-岗松里,84,"朝南北
            ",1800,开发,3室1厅,"开发区岗松里核心位置,出租,家电齐全,三室一厅!",
5cd8fd4e66ce8e8c77f592ee,开发区-万国-金马杰座,48,"朝西
            ",2000,开发,1室1厅,出租 金马杰座 精装修 一室一厅 干净整洁 适合上班族 情侣居住,
5cd8fd4e66ce8e8c77f592ef,开发区-东城-东城天下,50,"朝南
            ",1350,开发,1室1厅,南北通透 两室一厅 屋里干净,
5cd8fd4e66ce8e8c77f592f0,开发区-金石滩-鲁能优山美地,114,"朝南北
            ",3200,开发,3室2厅,金石滩鲁能泰山七号 精装修 3200 包物业取暖,
5cd8fd4e66ce8e8c77f592f1,开发区-万国-亿锋广场,45,"朝南
            ",2000,开发,1室1厅,亿锋广场 一室一厅 精装修 出租 随时看房 家具家电齐全 拎包入,
5cd8fd4e66ce8e8c77f592f2,开发区-万国-亿锋广场,46,"朝南
            ",1800,开发,1室1厅,亿锋广场 一室一厅 精装修 出租 随时看房,
5cd8fd4e66ce8e8c77f592f3,开发区-海富-九龙汇,83,"朝东南
            ",1700,开发,2室2厅,九龙汇 2室2厅环境好 采光好 新隆嘉超市 九龙汇广场 随时看房,
5cd8fd4e66ce8e8c77f592f4,开发区-安盛-德泰时代广场,138,"朝南北
            ",8000,开发,3室2厅,德泰时代广场 精装修3室 南北通厅 配套齐全 随时看房,
5cd8fd4e66ce8e8c77f592f5,开发区-万国-亿锋广场,46,"朝南
            ",1900,开发,1室1厅,亿锋广场 一室一厅 精装修 出租 随时看房,
5cd8fd4e66ce8e8c77f592f6,开发区-滨海路-华润海中国二期,88,"朝南
            ",2600,开发,2室2厅,华润海中国二期 视野开阔 采光充足,
5cd8fd4e66ce8e8c77f592f7,开发区-红梅-君悦豪庭,57,"朝北
            ",1500,开发,1室1厅,君悦豪庭精装1居室家具家电全拎包入住包物业取暖房主急租,
5cd8fd4e66ce8e8c77f592f8,开发区-万国-万国宫馆三期,53,"朝东
            ",1800,开发,1室1厅,万国宫馆三期精装1居室房主着急租配置齐全拎包入住看房随时,
5cd8fd4e66ce8e8c77f592f9,开发区-红梅-世元国际公寓,40,"朝西
            ",1600,开发,1室1厅,世元国际只・租1600出租全新配置随时看房,
5cd8fd4e66ce8e8c77f592fa,开发区-红星海-红星海世界观三期,68,"朝南
            ",2100,开发,2室1厅,红星海三期境界 2室出租,
5cd8fd4e66ce8e8c77f592fb,开发区-金石滩-鲁能优山美地,95,"朝南北
            ",3500,开发,2室2厅,金石滩美国旁 鲁能优山美地琴海园 精装修 3500元,
5cd8fd4e66ce8e8c77f592fc,开发区-安盛-东北明珠,90,"朝南
            ",2600,开发,2室2厅,万达 安盛 轻轨站旁 东北明珠 2室出租 看房提前打电话,
5cd8fd4e66ce8e8c77f592fd,开发区-湾里-湾里南,73,"朝南
            ",1550,开发,2室1厅,湾里南 2室1厅 装修保持好,
5cd8fd4e66ce8e8c77f592fe,开发区-万国-金科清都记忆,63,"朝南
            ",1800,开发,1室1厅,真照片 金科清都记忆 价房子 标准一室一厅,
5cd8fd4e66ce8e8c77f592ff,开发区-万国-万国宫馆三期,58,"朝南
            ",1900,开发,1室1厅,万国宫馆三期精装1室配置全拎包入住看房随时包物业取暖房主急租,
5cd8fd5166ce8e8c77f59300,开发区-湾里-湾里南,69,"朝南北
            ",1700,开发,2室1厅,湾里南 楼层好 家电齐全 拎包入住,
5cd8fd5166ce8e8c77f59301,开发区-松峪里-北欧假日,79,"朝西北
            ",2800,开发,2室1厅,北欧假日.出租.精装两室.有空调.着急出租.价格可议,
5cd8fd5166ce8e8c77f59302,开发区-滨海路-华润海中国三期,65,"朝南
            ",2200,开发,1室1厅,华润海中国一室一厅出租配置拎包入住包物业取暖房主急租,
5cd8fd5166ce8e8c77f59303,开发区-东城-东城天下,50,"朝南
            ",1300,开发,1室1厅,南北通透 两室一厅 屋里干净,
5cd8fd5166ce8e8c77f59304,开发区-海富-瑞仕尚城,58,"朝南
            ",1600,开发,1室1厅,瑞士商城 精装 两室 设施齐全 看房免费 急租,
5cd8fd5166ce8e8c77f59305,开发区-滨海路-恒大公园大道,175,"朝南北
            ",6800,开发,3室2厅,恒大公园大道精装三居室拎包入住家具家电齐全一线海景房小区,
5cd8fd5166ce8e8c77f59306,开发区-金石滩-阳光地中海,111,"朝南北
            ",2500,开发,3室2厅,金石滩 阳光地中海 111平三室两厅,
5cd8fd5166ce8e8c77f59307,开发区-松峪里-北欧假日,67,"朝东北
            ",1850,开发,1室1厅,北欧假日 一室房子 居住舒适 诚心出租,
5cd8fd5166ce8e8c77f59308,开发区-西山-银帆国际,97,"朝南北
            ",2750,开发,3室1厅,金马路轻轨站旁银帆国际 精装南北通厅三室 两部空调 价格可议,
