"_id",address,area,direction,price,region,rooms,title,traffic
5cd8fd8c66ce8e8c93a612cf,旅顺口-得胜街-龙河家园三期,102,"朝南北
            ",1300,旅顺,3室1厅,五一路 龙河家园 二楼 拎包入住 同位置,
5cd8fd8c66ce8e8c93a612d0,旅顺口-旅顺南路-旅顺长江路,60,"朝南北
            ",1200,旅顺,2室1厅,旅顺口区长江路两室一厅3楼近商业圈,
5cd8fd8c66ce8e8c93a612d1,旅顺口-旅顺南路-旅顺长江路,60,"朝南北
            ",1500,旅顺,2室1厅,"长江路,精装修两室一厅,拎包入住,交通便捷,",
5cd8fd8c66ce8e8c93a612d2,旅顺口-得胜街-迎春街,54,"朝南北
            ",1000,旅顺,2室1厅,"迎春街,出租房,两室一厅精装修,拎包入住。",
5cd8fd8c66ce8e8c93a612d3,旅顺口-旅顺南路-旅顺黄河路,30,"朝南
            ",1100,旅顺,1室1厅,旅顺口区黄河路一室一厅精装修,
5cd8fd8c66ce8e8c93a612d4,旅顺口-得胜街-迎春街,70,"朝南北
            ",1200,旅顺,2室1厅,"迎春街,美丽少女房,,两室一厅家电家具齐全,拎包入住",
5cd8fd8c66ce8e8c93a612d5,旅顺口-旅顺南路-旅顺长江路,60,"朝南北
            ",1100,旅顺,1室1厅,旅顺世达嘉府旁经典1室1厅到步行街步行3,
5cd8fd8c66ce8e8c93a612d6,旅顺口-旅顺南路-红光街,70,"朝南北
            ",1300,旅顺,2室1厅,旅顺英武街 两室一厅精装,
5cd8fd8c66ce8e8c93a612d7,旅顺口-得胜街-迎春街,46,"朝南北
            ",700,旅顺,2室1厅,旅顺口 迎春街拎包入住,
5cd8fd8c66ce8e8c93a612d8,旅顺口-水师营-新加坡花园,55,"朝南
            ",1300,旅顺,1室1厅,新加坡花园精装修地脚好,
5cd8fd8c66ce8e8c93a612d9,旅顺口-得胜街-龙河家园四期,40,"朝南
            ",1600,旅顺,2室1厅,龙河家园 四期拎包入住,
5cd8fd8c66ce8e8c93a612da,旅顺口-水师营-东方戴维营,60,"朝南
            ",1500,旅顺,1室1厅,东方戴维营精装修拎包入住,
5cd8fd8c66ce8e8c93a612db,旅顺口-旅顺开发区-顺海香堤岛,57,"朝南北
            ",1000,旅顺,1室2厅,"新房出租,全新家电,拎包入住",
5cd8fd8c66ce8e8c93a612dc,旅顺口-旅顺南路-亿达蓝湾公寓,60,"朝北
            ",1600,旅顺,1室1厅,旅顺口旅顺南路亿达蓝湾公寓 60平米1室1厅1卫,个人房源
5cd8fd8c66ce8e8c93a612dd,旅顺口-旅顺开发区-阳光书香苑,41,"朝南
            ",1200,旅顺,1室0厅,阳光书香苑 整租 1室0厅1卫 41平米(个人),个人房源
5cd8fd8c66ce8e8c93a612de,旅顺口-旅顺南路-亿达蓝湾公寓,60,"朝北
            ",1600,旅顺,1室1厅,旅顺口旅顺南路亿达蓝湾公寓 60平米1室1厅1卫,个人房源
5cd8fd8c66ce8e8c93a612df,旅顺口-世达广场-中拥蓝天下,95,"朝南
            ",1900,旅顺,2室1厅,中拥蓝天下 整租 2室1厅1卫 95平米(个人),个人房源
5cd8fd8c66ce8e8c93a612e0,旅顺口-旅顺南路-旅顺蓝湾,56,"朝南
            ",1500,旅顺,1室1厅,旅顺蓝湾1室1厅1卫,个人房源
5cd8fd8c66ce8e8c93a612e1,旅顺口-太阳沟-旅顺口区新启街69号,73,"朝南
            ",900,旅顺,2室1厅,旅顺口区新启街69号2室1厅1卫,个人房源
5cd8fd8c66ce8e8c93a612e2,旅顺口-旅顺开发区-金玛听海领寓,76,"朝东
            ",1200,旅顺,2室1厅,金玛听海领寓 整租 2室1厅1卫 76平米(个人),个人房源
5cd8fd8c66ce8e8c93a612e3,旅顺口-得胜街-军心家园西侧,60,"朝南北
            ",800,旅顺,2室1厅,旅顺口得胜街军心家园西侧 60平米2室1厅1卫,个人房源
5cd8fd8c66ce8e8c93a612e4,旅顺口-得胜街-大华街,52,"朝南北
            ",1200,旅顺,2室1厅,旅顺口得胜街大华街 52平米2室1厅1卫,个人房源
5cd8fd8c66ce8e8c93a612e5,旅顺口-太阳沟-太阳海,130,"朝南北
            ",1600,旅顺,4室2厅,个人出租旅顺太阳沟精装全配独栋别墅,个人房源
5cd8fd8c66ce8e8c93a612e6,旅顺口-向阳街-君悦天下,52,"朝北
            ",1100,旅顺,1室1厅,君悦天下1室1厅1卫,个人房源
5cd8fd8c66ce8e8c93a612e7,旅顺口-旅顺南路-奥林匹克花园,49,"朝南
            ",1100,旅顺,1室1厅,奥林匹克花园1室1厅1卫,个人房源
5cd8fd8c66ce8e8c93a612e8,旅顺口-向阳街-旅顺向阳街,130,"朝南
            ",1500,旅顺,3室3厅,旅顺向阳街3室3厅2卫,个人房源
5cd8fd8c66ce8e8c93a612e9,旅顺口-向阳街-旅顺向阳街,130,"朝南北
            ",1500,旅顺,3室3厅,旅顺向阳街3室3厅2卫,个人房源
