"_id",address,area,direction,price,region,rooms,title,traffic
5ce357e066ce8e408384bbb2,开发区-红星海-红星海世界观城市别馆二号,87,"朝南
            ",2100,开发,2室1厅,"城市别馆二号,采光好,交通便利,随时看房,拎包入住,家电齐全",
5ce357e066ce8e408384bbb3,沙河口-南沙-幸福E家五期,55,"朝南北
            ",2600,沙河,1室1厅,"幸福E家五期 低价出租,家电齐全,精装修",距1号线富国街站约961米。
5ce357e066ce8e408384bbb4,沙河口-星海-壹品星海三期,186,"朝南北
            ",10000,沙河,3室1厅,壹品星海三期 3室1厅 10000元 精装保持好 拎包即住,距1号线星海广场站约633米。
5ce357e066ce8e408384bbb5,甘井子-山东路-千山路,56,"朝南北
            ",1350,甘井,2室1厅,"苍山市场,迎春饭店后身!",距1号线千山路站约187米。
5ce357e066ce8e408384bbb6,甘井子-华南-华润置地广场,88,"朝南北
            ",3300,甘井,2室1厅,华润置地广场二期 2室1厅 南/北,距1号线华南北站约460米。
5ce357e066ce8e408384bbb7,开发区-红星海-红星海世界观视界二号,109,"朝南
            ",4300,开发,2室1厅,滨海路红星海商业街附近4300元好房急租,
5ce357e066ce8e408384bbb8,中山-三八广场-泛华领城,40,"朝东南
            ",2000,中山,1室1厅,三八广场家乐福 泛华领城精装一室 拎包住 一室两室多套出租,距2号线港湾广场站约861米。
5ce357e066ce8e408384bbb9,开发区-松峪里-北欧假日,40,"朝西
            ",1400,开发,1室1厅,"北欧假日房子低价出租,交通便利,小区,价位",
5ce357e066ce8e408384bbba,甘井子-华南-华南广场,53,"朝南北
            ",1500,甘井,2室1厅,"华南六平路,近华南!",距1号线华南广场站约554米。
5ce357e066ce8e408384bbbb,甘井子-山东路-千山路,60,"朝南北
            ",1300,甘井,2室1厅,看这套房子便宜不 在不抓紧就卖出去了 千山路两室,距1号线千山路站约187米。
5ce357e066ce8e408384bbbc,中山-三八广场-泛华领城,50,"朝南
            ",2200,中山,1室1厅,泛华领城一室50平 花样年华 嘉和广场 港湾壹号 花香维也纳 多套,距2号线港湾广场站约861米。
5ce357e066ce8e408384bbbd,西岗-长春路-远洋风景,95,"朝南北
            ",5500,西岗,2室2厅,五一广场 远洋风景 精装2居 家电全 南北向 适合成功人士,距2号线人民广场站约916米。
5ce357e066ce8e408384bbbe,西岗-新起屯-半岛故乡,103,"朝南北
            ",3000,西岗,3室2厅,八一路半岛故乡封闭小区高层采光好3室2厅1卫家电全拎包住提前约,
5ce357e066ce8e408384bbbf,高新园区-软件园-新新园,30,"朝南
            ",1350,高新,2户合租,押一付一 限女生包网软件园数码广场理工大学软件中心杨树东街,
5ce357e066ce8e408384bbc0,西岗-长春路-亿达天琴山,55,"朝南
            ",2700,西岗,1室1厅,长春路 亿达天琴山 精装一室一厅 封闭小区 环境空气好拎包住,
5ce357e066ce8e408384bbc1,高新园区-小平岛-悦翠台,84,"朝南北
            ",2599,高新,2室2厅,创联地产 悦翠台 两室精装 家电齐全 看房随时 真实待租 拎包即住,
5ce357e066ce8e408384bbc2,开发区-湾里-金湾又一城,76,"朝南
            ",1300,开发,2室1厅,湾里南 两室一厅 简单装修,
5ce357e066ce8e408384bbc3,开发区-海富-海富经典,158,"朝南北
            ",8000,开发,3室2厅,海富经典 豪装舒适3室2卫 干净 钥匙在手 随时看房,
5ce357e066ce8e408384bbc4,沙河口-马栏-观山蝶恋花,36,"朝西南
            ",1850,沙河,1室1厅,"马栏 观山蝶恋花 给自己一个家,温馨拎包入住!",距2号线马栏广场站约949米。
5ce357e066ce8e408384bbc5,沙河口-西安路-昌平小区,76,"朝南北
            ",2400,沙河,2室1厅,西安路商圈 精装两室一厅 电梯楼 76平 家电齐全 拎包即住,距2号线西安路站约412米。
5ce357e066ce8e408384bbc6,西岗-鞍山路-沈铁龙畔锦城,130,"朝南北
            ",4800,西岗,3室2厅,"龙畔锦城,五一广场,鞍山路,香炉礁,适合办公,环境优美",
5ce357e066ce8e408384bbc7,中山-桃源-胜鼎桃源,75,"朝南
            ",3000,中山,2室2厅,桃源街彤德莱火锅附近两室精装修家电全出行方便拎包住,
5ce357e066ce8e408384bbc8,甘井子-华南-远洋广场,115,"朝南北
            ",4200,甘井,3室1厅,远洋广场新上3室精装修,距1号线华南广场站约405米。
5ce357e066ce8e408384bbc9,西岗-香炉礁-香工街,60,"朝南北
            ",2500,西岗,2室1厅,"香工街,两室精装,刚做完保洁,有钥匙随时看房,离地铁",距1号线中长街站约585米。
5ce357e066ce8e408384bbca,中山-东港-国合锦府,98,"朝南北
            ",4500,中山,2室2厅,东港国合锦府 南北新房从未住过人 可自带家具家电,距2号线东港站约487米。
5ce357e066ce8e408384bbcb,开发区-岗西-东阁里,130,"朝南北
            ",1900,开发,3室1厅,东阁里 南向 交通便利 家具齐全 拎包入住 早市夜市,
5ce357e066ce8e408384bbcc,西岗-北岗桥-站北新居,82,"朝南
            ",3200,西岗,2室1厅,大菜市附近站北新居二室一厅 南向 精装修 拎包即住,
5ce357e066ce8e408384bbcd,甘井子-机场新区-岭秀滨城,84,"朝南
            ",2600,甘井,2室2厅,机场 乐购岭秀滨城精装修两室 家具家电齐全 出租 价格可议,
5ce357e066ce8e408384bbce,开发区-西山-远洋壹中心,73,"朝东北
            ",3600,开发,1室0厅,为你而选为你为家 远洋壹中心 1室0厅 72平,
