20190522,金州,东山,格林小镇,2室1厅,66平米,1900
20190522,金州,东山,整租·金科理想城,3室2厅,101平米,2300
20190522,金州,东山,岗盛里小区,3室2厅,126平米,2100
20190522,金州,东山,整租·绿色家园小区,2室2厅,89平米,2600
20190522,金州,东山,金科理想城,2室2厅,70平米,2000
20190522,金州,东山,东山花园,2室2厅,129平米,2500
20190522,金州,东山,整租·众益家园,4室2厅,107平米,2750
20190522,金州,东山,名品公寓,1室1厅,38平米,1400
20190522,金州,东山,整租·山水花园小区,3室2厅,128平米,4500
20190522,金州,东山,岗盛里小区,2室2厅,86平米,2000
20190522,金州,东山,东阁里,3室1厅,105平米,1800
20190522,金州,东山,新日里小区,3室2厅,112平米,4000
20190522,金州,东山,整租·新日里小区,2室0厅,62平米,1750
20190522,金州,东山,整租·东山花园,3室2厅,136平米,2600
20190522,金州,东山,整租·昌临商务大厦,2室1厅,64平米,1900
20190522,金州,东山,开.东山小区,2室1厅,70平米,1300
20190522,金州,东山,整租·金科理想城,3室2厅,96平米,2200
20190522,金州,东山,东山花园,2室1厅,95平米,2600
20190522,金州,东山,新辰里,2室1厅,72平米,1800
20190522,金州,东山,岗林里,1室1厅,83平米,1400
20190522,金州,东山,整租·岗松里小区,2室1厅,60平米,1400
20190522,金州,东山,樱花别墅,2室1厅,93平米,2500
20190522,金州,东山,岗盛里小区,2室1厅,63平米,1200
20190522,金州,东山,新星里,2室1厅,92平米,2000
20190522,金州,东山,岗松里小区,2室1厅,62平米,2500
20190522,金州,东山,东阁里,2室1厅,61平米,1500
20190522,金州,东山,岗盛里小区,3室2厅,105平米,2000
20190522,金州,东山,东阁里,2室1厅,56平米,1200
20190522,金州,东山,格林小镇,2室1厅,60平米,1650
20190522,金州,东山,云顶国际公馆,2室1厅,116平米,2000
20190522,金州,东山,金科理想城,1室1厅,50平米,1600
20190522,金州,东山,金科理想城,1室1厅,50平米,1600
20190522,金州,东山,整租·新月里,2室1厅,80平米,2167
20190522,金州,东山,格林小镇,3室1厅,86平米,1600
20190522,金州,东山,樱花别墅,2室2厅,90平米,2700
20190522,金州,东山,平谷蓝熙庭,3室1厅,110平米,2000
20190522,金州,东山,金科理想城,3室1厅,101平米,2400
20190522,金州,东山,格林小镇,4室2厅,104平米,2500
20190522,金州,东山,格林小镇,1室1厅,49平米,1500
20190522,金州,东山,名品公寓,1室1厅,43平米,1300
20190522,金州,东山,新云里,3室1厅,72平米,1500
20190522,金州,东山,金科理想城,1室1厅,49平米,1600
20190522,金州,东山,整租·开.东山小区,2室1厅,58平米,1200
20190522,金州,东山,整租·新辰里,2室1厅,51平米,1100
20190522,金州,东山,整租·开.东山小区,3室1厅,84平米,1600
20190522,金州,东山,岗松里小区,2室1厅,60平米,1300
20190522,金州,东山,名品公寓,1室0厅,45平米,1400
20190522,金州,东山,云顶国际公馆,1室1厅,54平米,1400
20190522,金州,东山,金科理想城,1室1厅,50平米,1500
20190522,金州,东山,芙蓉花园(开发区),4室1厅,90平米,1800
20190522,金州,东山,岗松里小区,2室1厅,57平米,1500
20190522,金州,东山,东阁里,1室1厅,46平米,1250
20190522,金州,东山,格林小镇,2室1厅,87平米,1600
20190522,金州,东山,东阁里,2室1厅,58平米,1500
20190522,金州,东山,整租·新星里,2室1厅,105平米,1800
20190522,金州,东山,新星里,3室1厅,92平米,1900
20190522,金州,东山,新云里,1室1厅,42平米,1300
20190522,金州,东山,新月里,1室0厅,20平米,3200
20190522,金州,东山,东居里,3室1厅,86平米,1500
20190522,金州,东山,新月里,2室1厅,86平米,2500
20190522,金州,东山,整租·东居里,2室1厅,77平米,1000
20190522,金州,东山,岗林里,3室2厅,170平米,2348
20190522,金州,东山,格林小镇,2室1厅,96平米,2200
20190522,金州,东山,格林小镇,3室2厅,86平米,2000
20190522,金州,东山,平谷蓝熙庭,1室1厅,46平米,1200
20190522,金州,东山,新星里,1室1厅,40平米,1250
20190522,金州,东山,名品公寓,1室1厅,39平米,1500
20190522,金州,东山,新星里,2室1厅,70平米,1800
20190522,金州,东山,金科理想城,3室2厅,100平米,1500
20190522,金州,东山,格林小镇,2室2厅,76平米,1900
20190522,金州,东山,昌临商务大厦,2室1厅,63平米,2000
20190522,金州,东山,金科理想城,1室1厅,50平米,1600
20190522,金州,东山,格林小镇,6室4厅,230平米,9500
20190522,金州,东山,新星里,2室1厅,71平米,1600
20190522,金州,东山,岗盛里小区,2室1厅,57平米,1700
20190522,金州,东山,新日里小区,2室1厅,63平米,2000
20190522,金州,东山,新云里,2室2厅,80平米,1700
20190522,金州,东山,格林小镇,2室2厅,99平米,2600
20190522,金州,东山,格林小镇,2室2厅,88平米,2300
20190522,金州,东山,东山花园,2室2厅,98平米,3800
20190522,金州,东山,芙蓉花园(开发区),3室2厅,140平米,2200
20190522,金州,东山,金科理想城,1室1厅,50平米,1500
20190522,金州,东山,新星里,2室1厅,58平米,1750
20190522,金州,东山,岗盛里小区,2室1厅,64平米,1800
20190522,金州,东山,新星里,2室1厅,70平米,1600
20190522,金州,东山,新云里,2室1厅,73平米,1300
20190522,金州,东山,整租·格林小镇,3室2厅,98平米,2400
20190522,金州,东山,东居里,3室1厅,77平米,1700
20190522,金州,东山,东居里,2室2厅,83平米,1600
20190522,金州,东山,金科理想城,1室1厅,60平米,1600
20190522,金州,东山,整租·新辰里,2室1厅,55平米,1300
20190522,金州,东山,金科理想城,1室1厅,50平米,1800
20190522,金州,东山,整租·昌临商务大厦,3室2厅,142平米,3000
20190522,金州,东山,整租·新云里,3室1厅,74平米,1500
20190522,金州,东山,新日里小区,2室1厅,70平米,1500
20190522,金州,东山,金科理想城,1室1厅,50平米,1700
20190522,金州,东山,金科理想城,1室1厅,50平米,1600
20190522,金州,东山,名品公寓,1室1厅,47平米,1650
20190522,金州,东山,新辰里,3室1厅,72平米,2000
20190522,金州,东山,格林小镇,2室2厅,106平米,2200
20190522,金州,东山,格林小镇,2室1厅,99平米,2500
20190522,金州,东山,东阁里,2室1厅,85平米,1500
20190522,金州,东山,云顶国际公馆,1室1厅,48平米,1400
20190522,金州,东山,金科理想城,1室1厅,49平米,1700
20190522,金州,东山,格林小镇,2室1厅,80平米,1900
20190522,金州,东山,格林小镇,2室1厅,70平米,2000
20190522,金州,东山,名品公寓,1室1厅,38平米,1400
20190522,金州,东山,整租·新日里小区,3室2厅,97平米,2300
20190522,金州,东山,开.东山小区,2室1厅,52平米,1300
20190522,金州,东山,格林小镇,2室1厅,96平米,1900
20190522,金州,东山,整租·金科理想城,1室1厅,50平米,1750
20190522,金州,东山,整租·东阁里,3室1厅,318平米,17000
20190522,金州,东山,整租·新日里小区,2室1厅,67平米,4200
20190522,金州,东山,整租·金科理想城,2室1厅,60平米,1500
20190522,金州,东山,东阁里,3室1厅,80平米,1500
20190522,金州,东山,格林小镇,4室2厅,226平米,12000
20190522,金州,东山,岗松里小区,2室2厅,85平米,1750
20190522,金州,东山,东居里,2室1厅,56平米,2000
20190522,金州,东山,昌临商务大厦,2室1厅,79平米,2600
