20190522,中山,三八南,独栋·逗号公寓,大连38广场店,30-32平米,2200-2600
20190522,中山,三八南,独栋·逗号公寓,大连38广场店,东西,2600
20190522,中山,三八南,独栋·泊寓,三八广场店,45平米,1800
20190522,中山,三八南,独栋·逗号公寓,大连38广场店,东西,2000-2200
20190522,中山,三八南,独栋·泊寓,三八广场店,东东南南西,2300
20190522,中山,三八南,独栋·泊寓,三八广场店,南北,2199
20190522,中山,三八南,独栋·逗号公寓,大连38广场店,20-23平米,1800
20190522,中山,三八南,花香维也纳,8室2厅,263平米,10000
20190522,中山,三八南,南山董事绘,9室1厅,288平米,55000
20190522,中山,三八南,合租·39中安达大厦公寓楼,3居室,10平米,850
20190522,中山,三八南,合租·39中安达大厦公寓楼,3居室,21平米,1280
20190522,中山,三八南,明泽苑,4室2厅,183平米,11000
20190522,中山,三八南,盛世大厦,5室2厅,185平米,10000
20190522,中山,三八南,南山苑,4室2厅,198平米,13000
20190522,中山,三八南,合租·39中七七街,7居室,18平米,1200
20190522,中山,三八南,39中南山花园,2室2厅,112平米,3500
20190522,中山,三八南,海港公寓（三八广场）,2室1厅,62平米,2500
20190522,中山,三八南,保华旺苑,2室1厅,106平米,6000
20190522,中山,三八南,39中明阳街,3室1厅,79平米,2800
20190522,中山,三八南,整租·39中爱阳街,2室1厅,50平米,2300
20190522,中山,三八南,保华旺苑,2室0厅,58平米,3500
20190522,中山,三八南,嘉和广场,1室0厅,36平米,2400
20190522,中山,三八南,嘉和花样年华二期,1室1厅,46平米,2100
20190522,中山,三八南,39中安达大厦,4室2厅,490平米,17000
20190522,中山,三八南,整租·39中三八广场,2室0厅,50平米,2800
20190522,中山,三八南,合租·39中鲁迅路（三八广场）,2居室,18平米,1400
20190522,中山,三八南,嘉和花样年华一期,1室1厅,68平米,3100
20190522,中山,三八南,整租·39中安达大厦公寓楼,1室1厅,40平米,1850
20190522,中山,三八南,花香维也纳,3室1厅,123平米,4200
20190522,中山,三八南,合租·39中鲁迅路（三八广场）,2居室,18平米,1250
20190522,中山,三八南,39中明泽街,3室3厅,300平米,15000
20190522,中山,三八南,整租·39中港湾街,2室1厅,65平米,1900
20190522,中山,三八南,嘉和花样年华三期,2室1厅,94平米,11000
20190522,中山,三八南,整租·嘉和花样年华一期,1室1厅,55平米,2900
20190522,中山,三八南,嘉和花样年华一期,1室1厅,67平米,4000
20190522,中山,三八南,整租·39中顺阳街,2室1厅,53平米,2100
20190522,中山,三八南,整租·嘉和花样年华三期,1室1厅,63平米,3300
20190522,中山,三八南,整租·39中五五路,2室1厅,73平米,2700
20190522,中山,三八南,整租·港湾街（二七商圈）,2室1厅,68平米,2000
20190522,中山,三八南,整租·39中明阳街,1室1厅,45平米,2300
20190522,中山,三八南,嘉和广场,1室0厅,37平米,2300
20190522,中山,三八南,整租·39中学士街,3室1厅,132平米,3800
20190522,中山,三八南,39中开源巷,1室0厅,31平米,1100
20190522,中山,三八南,整租·39中安阳街,2室1厅,50平米,1950
20190522,中山,三八南,嘉和花样年华三期,1室1厅,91平米,2700
20190522,中山,三八南,39中安阳街,2室1厅,51平米,2000
20190522,中山,三八南,整租·39中朝阳街,3室1厅,86平米,3800
20190522,中山,三八南,39中共建巷,3室1厅,75平米,3000
20190522,中山,三八南,39中南山路,2室0厅,50平米,1800
20190522,中山,三八南,嘉和花样年华一期,1室1厅,49平米,2500
20190522,中山,三八南,湖畔小区,2室1厅,70平米,2400
20190522,中山,三八南,39中中化街,1室1厅,51平米,2000
20190522,中山,三八南,嘉和广场,1室0厅,38平米,2500
20190522,中山,三八南,嘉和花样年华一期,1室1厅,36平米,2000
20190522,中山,三八南,嘉和花样年华一期,1室1厅,55平米,2800
20190522,中山,三八南,39中明阳街,1室1厅,44平米,3000
20190522,中山,三八南,39中学士街,2室2厅,64平米,2700
20190522,中山,三八南,39中安达大厦,2室1厅,72平米,3500
20190522,中山,三八南,花香维也纳,3室1厅,150平米,6000
20190522,中山,三八南,嘉和花样年华三期,1室1厅,90平米,4000
20190522,中山,三八南,花香维也纳,1室0厅,44平米,2300
20190522,中山,三八南,嘉和广场,1室1厅,36平米,2300
20190522,中山,三八南,39中民生里,1室1厅,45平米,1800
20190522,中山,三八南,39中望海街,1室1厅,31平米,1600
20190522,中山,三八南,39中桂林街,2室1厅,61平米,2000
20190522,中山,三八南,39中学士街,2室1厅,76平米,2200
20190522,中山,三八南,嘉和广场,1室0厅,36平米,2400
20190522,中山,三八南,花香维也纳,1室0厅,46平米,2600
20190522,中山,三八南,嘉和花样年华二期,1室0厅,50平米,2500
