20190522,西岗,民主广场,合租·海景花园,5居室,19平米,1150
20190522,西岗,民主广场,竹青街,3室1厅,134平米,4500
20190522,西岗,民主广场,经典生活,1室1厅,42平米,2300
20190522,西岗,民主广场,合租·鸿霖大厦,5居室,12平米,900
20190522,西岗,民主广场,国泰港汇中心,1室1厅,78平米,5000
20190522,西岗,民主广场,整租·海派优座,1室1厅,55平米,2700
20190522,西岗,民主广场,中海海港城,3室1厅,127平米,8500
20190522,西岗,民主广场,合租·鸿霖大厦,5居室,8平米,650
20190522,西岗,民主广场,宏爱巷,2室1厅,66平米,2900
20190522,西岗,民主广场,合租·吉庆街（中山友好商圈）,4居室,20平米,1200
20190522,西岗,民主广场,港湾隽景,3室2厅,167平米,7200
20190522,西岗,民主广场,时代广场,4室2厅,480平米,38400
20190522,西岗,民主广场,曼哈顿大厦,2室1厅,117平米,6000
20190522,西岗,民主广场,中海海港城,2室2厅,85平米,5200
20190522,西岗,民主广场,整租·长江路（民主广场商圈）,1室1厅,47平米,3400
20190522,西岗,民主广场,整租·休斯顿公寓,2室1厅,73平米,3500
20190522,西岗,民主广场,整租·宏爱巷,1室1厅,40平米,1600
20190522,西岗,民主广场,整租·曼哈顿大厦,1室1厅,43平米,2600
20190522,西岗,民主广场,民生松竹苑,2室2厅,117平米,5800
20190522,西岗,民主广场,整租·新生街,1室1厅,42平米,1600
20190522,西岗,民主广场,时代广场,4室1厅,215平米,16000
20190522,西岗,民主广场,整租·同兴街,3室1厅,75平米,2600
20190522,西岗,民主广场,经典生活,1室1厅,60平米,2500
20190522,西岗,民主广场,合租·吉庆街（中山友好商圈）,4居室,22平米,1350
20190522,西岗,民主广场,合租·吉庆街（中山友好商圈）,4居室,21平米,1250
20190522,西岗,民主广场,合租·吉庆街（中山友好商圈）,4居室,12平米,600
20190522,西岗,民主广场,整租·休斯顿公寓,2室1厅,74平米,3800
20190522,西岗,民主广场,休斯顿公寓,4室2厅,237平米,8100
20190522,西岗,民主广场,曼哈顿大厦,2室2厅,125平米,6000
20190522,西岗,民主广场,鸿霖大厦,1室1厅,40平米,1900
20190522,西岗,民主广场,中央公馆,1室1厅,59平米,3000
20190522,西岗,民主广场,绥德街,1室1厅,45平米,2800
